監測主題,標題,內容,來源,來源網站,主文/回文,發佈時間,討論串總則數,點閱數,作者,正面強度,負面強度 ,原始連結
氣炸鍋|汽炸鍋|氣炸锅,食材:黑鮪魚香腸，青椒，爆香蔥調味料:鹽巴做法: ...,食材:黑鮪魚香腸，青椒，爆香蔥調味料:鹽巴做法:我先將黑鮪魚香腸用氣炸鍋將炸熟(完全不用油喔)⋯⋯口感好吃又健康~炸熟之後備用青椒，爆香蔥洗乾淨切塊~~~~鍋子倒一些些油放入爆香蔥炒香後倒入青椒一起炒熟放入少許鹽巴後再把黑鮪魚香腸倒進拌炒一下起鍋好吃又美味的黑鮪魚香腸青椒完成^^更多,社群網站,Facebook公眾訊息 > FbPublicMsg,主文,2013-11-10 06:12:22,8,21,張芸瑄,0.623,0,http://www.facebook.com/photo.php?fbid=759771714048316
氣炸鍋|汽炸鍋|氣炸锅,這是聲寶的氣炸鍋…我一買來就連炸4小時沒停過……沒壞...,這是聲寶的氣炸鍋…我一買來就連炸4小時沒停過……沒壞我看新聞報導很多廠牌都出問題………同學還說要買微電腦的………勸妳別買,社群網站,Facebook公眾訊息 > FbPublicMsg,主文,2013-11-10 05:10:13,3,20,林耀輝,0,0.213,http://www.facebook.com/photo.php?fbid=660853383955159
氣炸鍋|汽炸鍋|氣炸锅,用電量過大勿同時使用,家電達人Stanley表示，現在很多廚房料理都有機器可以代勞，從最早的電鍋開始，到現在的製麵機、麵包機等等，其實已經可以滿足一般人基本生活所需，不過要注意的是，避免同時間使用多種廚房家電產品，以免因為用電量過大反而造成危險。 材料比例美味重點Stanley指出，其實麵包機的品牌種類都不少，一般來說，日系品牌的產品功能最多，至於歐美品牌則相對操作簡單。不過有些機種馬達聲音不小，有的在攪拌麵團內部出現晃動的聲音，因此記得要多多比較。至於使用的材料分量，建議初學者還是先依照說明書的克數、重量與建議去執行，比較不會失敗，等到有經驗了再去開發獨家配方。 製麵機要做出好吃的麵條，Stanley表示，最重要的訣竅是麵粉跟水分的比例，在用量杯量麵粉時，記得要把多餘的空器給擠出去，才不會讓比例失調。基本上廠商都會有建議的比例，建議先依照廠商建議的比例做做看。 Stanley指出，刀片跟杯身是慢磨料理機最常使用的零件，這也是屬於耗損品。一般來說，杯身主要有塑膠跟玻璃2種材質，玻璃材質的杯身重量較重，但是易碎，因此使用上要多小心一點，塑膠材質在使用上比較安全，但也比較需要常更換。 至於豆漿機因為需要使用高溫處理，Stanley表示，要先注意有沒有無水防乾燒功能以及溫度傳感器，確保當機器內部無水或水位過低時不會啟動；另外也要有軸密封結構設計、防溢電極等安全防護功能。  九陽製麵機須照比例投入三人行ing九陽多功能製麵機JYS-N6M使用心得，請確實按照說明書上的比例去投入材料，切勿自作聰明否則一定會失敗；建議用電子秤秤量麵粉會更準確，因為麵粉倒入量杯時有時候密度沒那麼緊，會導致材料投放不夠而形成大麵團；加的液體如果是果汁或蔬菜汁，建議先過濾掉渣才不會導致水分不足而製麵失敗；投放麵粉時，請對準機器下方投放，盡量不要讓麵粉跑到出麵口附近，否則會有部分的麵粉無法被充分攪拌；做出來的麵可以不用一次吃完，可以放在冰箱保存一陣子；由於是手工麵，所以麵芯扎實，因此建議煮麵時煮久一點。 SEIKO麵包機口感真的棒594momo醬日本精工MK SEIKO麵包機HBK-150T這台機器做出來的麵包真的很棒，有麵包店的水準。我用過國際第一代的機器，皮厚，口感介於麵包跟發糕之間。本想買X寶的，因為便宜，但個人對麵包品質實在堅持，忍痛買了一台精工，用了近1個月，很滿意，即便到第2天還是柔軟，沒放任何化學改良劑能有如此品質，只能說精工實在是好物，敗得值得，也希望同好交流做法，謝謝。 飛利浦氣炸鍋容量不夠大beauty0912飛利浦氣炸鍋HD9220一出來就買了，我覺得很好用！內鍋的塗層不能刷會脫漆，不過我覺得不影響！從一開始買到現在都是在內鍋裡墊錫箔紙，還有跟內鍋下面也墊錫箔紙才使用，烤完就更換錫箔紙！最常用來烤地瓜，偶爾烤烤肉，吃炸雞塊，炸薯條，烤魚，想的到能烤能炸的東西都可以做來吃，我覺得就是一台行動的小烤箱！ 我們家還蠻常用來烤地瓜的，光全家吃都回本了，外面賣都不便宜，自從買了氣炸鍋，不曾在外面買過烤地瓜了！唯一缺點是容量不夠大，內鍋材質不夠好，其他都很好！我家到現在還不會後悔買了氣炸鍋！ 資料來源：moblie01、痞客邦PIXNET 更多文章，都在 有話要說投稿「即時論壇」  onlineopinions@appledaily.com.tw,新聞,蘋果日報 > 財經總覽,主文,2013-11-10 00:00:00,0,0,李宜儒台北報導,0.513,0.498,http://www.appledaily.com.tw/appledaily/article/finance/20131110/35427820
氣炸鍋|汽炸鍋|氣炸锅,DIY廚房家電推薦商品,註：以下價格由通路商提供，價格僅供參考，如有變動，以每日實際公布價格為準 資料來源：YAHOO奇摩購物中心 日本精工MK SEIKO麵包機HBK-150T價格11300元 註：4階段充分發酵真正熟成 九陽多功能製麵機JYS-N6M價格6990元 註：最快20分鐘完成製麵 九陽豆漿機DJ13M-D08SG價格5990元 註：新增倍濃豆漿功能，濃度增加30% 飛利浦氣炸鍋HD9220價格6970元 註：專利快速空氣技術 Hurom慢磨料理機HB-808價格16800元 註：專利低轉速，保留食物原汁原味 Cuisinart美膳雅手持攪拌器CSB-77TW價格2888元 註：單鍵操作攪碎、磨碎功能 聲寶優格機YG-L11131L價格499元 註：可製作水果優格、冰淇淋優格、甜點優格 芽菜媽媽芽菜培育機價格5380元 註：可同時栽培5種不同豆子 更多文章，都在 有話要說投稿「即時論壇」  onlineopinions@appledaily.com.tw,新聞,蘋果日報 > 財經總覽,主文,2013-11-10 00:00:00,0,0,動新聞,0.207,0.151,http://www.appledaily.com.tw/appledaily/article/finance/20131110/35427803
氣炸鍋|汽炸鍋|氣炸锅,食安危機DIY廚房家電搶手,食安問題多，廚房家電詢問度愈來愈高，且多為全自動，材料準備好就可以輕鬆做。資料照片安心健康 食安問題多，因此有愈來愈多的消費者決定自己在家動手做，YAHOO奇摩購物中心產品經理姜雨婷表示，包括製麵包機、豆漿機、製麵機等，可以滿足一般日常飲食需求的廚房家電也逐漸盛行，而且很多廚房家電也都是全自動的，只要把材料準備好，就可以輕鬆做，既安心又健康。 之前爆發胖達人的香精麵包事件，自己做麵包又成為話題，而麵包機其實是很久的產品了，日本精工MK SEIKO麵包機HBK-150T是長銷機種，揉麵、發酵、烘焙一貫作業自動出爐，甚至連沒吃完的米飯，也可以在添加麵粉後，做出米飯麵包。 九陽豆漿新機濃度增對於喜歡吃麵的人，也有製麵機九陽多功能製麵機JYS-N6M，加入麵粉，再加水或蔬果汁，按下按鍵後，機器就可以和麵、揉麵、壓麵一氣呵成，20分鐘就完成製麵的過程。 而且還有5種模具，可以做出細麵、粗麵、寬麵、窄麵、空心麵，讓製麵也成為一種樂趣。 家電達人Chris表示，現在油品問題多，加上吃太多油本來就對身體不健康，因此氣炸鍋就是很好選擇，像是飛利浦氣炸鍋HD9220，不用油也能享受美味的炸物，透過高速空氣對流技術，利用熱空氣煮食物，不加油也可做到油炸效果；也可烹飪多種菜色。 飲料部分，Chris表示，九陽豆漿機已是知名品牌，新機種DJ13M-D08S有第二代超微精磨技術，搭配文火熬煮技術及立體循環加熱技術，可確保豆漿在整個立體空間內充分熬煮，並新增倍濃豆漿功能，可使豆漿濃度增加30%。 也可以選擇Hurom慢磨料理機HB-808，透過慢速、低溫料理食物，每分鐘可產生23000次的均質研磨次數，不會產生快速空氣氧化、快速高溫破壞營養，更能保留食物的原色、原汁、原味的完整營養。 另外針對媽媽族做嬰兒副食品的需求，也有Cuisinart美膳雅手持攪拌器CSB-77TW可選，它輕巧流線的造型、符合人體工學及防滑設計方便各種身型的媽咪施力輕鬆，同時12000轉超高轉速的靜音馬達，也讓媽媽們可以輕鬆做寶貝的副食品，像是果泥或粥品等。 芽菜培育機輕鬆種植甜點部分，優格是很多人愛吃的甜品，家電達人Steven表示，聲寶優格機YG-L11131L採用One touch單鍵式開關及透明上蓋設計、優酪乳杯也選用玻璃材質，可依喜好同時做不同的口味，像是水果優格、冰淇淋優格、甜點優格等，自己動手做，安全又衛生。 栽種植物不是小學生的課程喔！如果有打養生精力湯需求的民眾，也可以自己動手種植物，芽菜媽媽芽菜培育機有2層的培養皿，根據不同需求，每個培養皿最多可以同時種5種植物，大多數的植物平均只要3~7天就可以收成。 更多文章，都在 有話要說投稿「即時論壇」  onlineopinions@appledaily.com.tw,新聞,蘋果日報 > 財經總覽,主文,2013-11-10 00:00:00,0,0,李宜儒台北報導,0.529,0.399,http://www.appledaily.com.tw/appledaily/article/finance/20131110/35427799
氣炸鍋|汽炸鍋|氣炸锅,南台灣百貨周慶抽賓士汽車送總統套房,南台灣周年慶戰火打得火熱，高雄百貨龍頭漢神與義大世界購物廣場將於11月底~12月初壓軸拼場。資料照片南台灣周年慶戰火熱烈，高雄漢神與義大購物廣場11月底將接連拼場。 漢神百貨周年慶11/28~12/30展開，除化妝品滿3000元送300元抵用券(限明年1/5前使用)，首4日刷同卡號信用卡滿萬元送500元抵用券，且累積消費滿3000元，還可抽149萬元賓士B180汽車，堪稱今年全台百貨最大手筆的汽車獎品；且為回饋顧客，周年慶前一天11/27舉辦VIP DAY，當天漢神聯名卡滿萬元送600元，或全館累積消費滿40萬元，憑發票換1台金色iPhone 5s 16G，限10台。 義大世界購物廣場周年慶則於12/6~明年1/12登場，除旗下國際精品下殺1折起，並首度與美國名牌Brooks Brothers合推來店禮。 漢神百貨周年慶祭出全台最高金額149萬元賓士汽車抽獎。jj shop針織披肩 原價780元/條 特價299元/條 限11/29 限80條 漢神non-stop精選外套 原價5880元 特價999元 限11/28 限50件 漢神義大周年慶期間，消費滿百萬元送市價25萬元高雄皇冠飯店總統套房住宿券。廚房小家電備貨增3成義大此次更主打全館免抽獎滿額贈，凡單筆消費滿5000元可換樂園買1送1券、滿1萬元可換刮刮樂，最高還本2萬元，當日滿百萬元更加碼送市價25萬元的高雄皇冠飯店總統套房住宿券，但限2名。另外為鞏固VIP顧客，義大周年慶期間憑專屬會員卡，可享VIP ROOM下午茶、專人換禮、腿部按摩器等服務。  義大周年慶消費滿5000元贈樂園買1送1券(限12/6~明年1/30使用)。Brooks Brothers 可摺疊手提包來店禮 E卡扣3點+ 消費5000元發票 限12/13~12/15 義大Folli Follie 羅馬數字圓形水鑽錶 原價8590元 特價5154元 限5只 義大而新光三越高雄左營店11/21~12/8全館滿5000元送500元禮券(限11/21~明年1/31使用)、大家電與法雅客單區滿萬送千、名品專櫃滿萬元送500元禮券，雖然沒有高額贈獎，但推出集點送Rilakkuma拉拉熊好禮吸客。新光三越左營店表示，受到食品安全問題影響，今年主打安心烹調的小家電優惠，如氣炸鍋、麵包機、進口鍋具等備貨量都增加3成。 怡眾Cuisinart頂級食物調理機 原價2萬6950元 特價1萬9900元 新光左營PHILIPS健康無油氣炸鍋 白色限定款(HD9230) 原價1萬3900元 特價8990元 贈陳秉文食譜及烤盤 限20組 新光左營漢神百貨(07)215-7266 義大世界購物廣場(07)656-8100 新光三越左營店(07)346-9999 更多文章，都在 有話要說投稿「即時論壇」  onlineopinions@appledaily.com.tw,新聞,蘋果日報 > 生活潮流總覽,主文,2013-11-10 00:00:00,0,0,曾珮瑛高雄報導,0.367,0.322,http://www.appledaily.com.tw/appledaily/article/supplement/20131110/35427307
氣炸鍋|汽炸鍋|氣炸锅,先買「油」再買包！百貨週慶超市人爆滿,百貨週年慶出現很特殊的情況，許多人一大早在百貨公司還沒開門營業時，先逛地下室的百貨超市。人手一推車，買的都是進口醬油和橄欖油，還有人說，要先搶醬油再去買名牌包，百貨公司統計，平常一天超市的油品大約賣20瓶，碰上油安事件後，變成100瓶，現在週年慶超市進口油打折賣，結果一天就賣1萬瓶，銷量暴增，創紀錄。 店員vs.民眾：「這支是醬油膏的味道，取代醬油膏。」 百貨週年慶，先搶醬油再買包，標榜180天純釀醬油好好賣，一組6瓶，婆婆媽媽不手軟，周慶首日賣出1千多組。民眾：「你要看它的品質是怎樣。」 主婦們挑油挑到變專家，進口橄欖油更熱賣，不只人手一瓶，而是人手一推車，滿滿都是油，結帳好瘋狂，兩大袋自己扛。記者：「等一下還要逛百貨公司嗎？」民眾：「要。」記者：「等於說你先來買醬油再去逛？」民眾：「對，我還要去那邊，看有沒有別家廠牌買一送一。」 這位太太還要背著油去買油，其實百貨兩超市，一天賣20瓶油，油安事件後，銷量多了5倍，這幾天碰上週年慶一天就能賣上萬瓶，比上週多了100倍，還有人一次買17箱，另外甚至有人拖著整箱油，再來逛家電。民眾：「你要哪個？要這個喔。」 週六一大早，阿公就拉著孫子來買麵包機，說要自己做麵包更健康，沒想到這家人，結帳時一次買兩台，原來子孫三代沒住一起，7千元的麵包機，大手筆一邊一台，全台食安疑慮，週年慶第一天，麵包機就賣了200台，還有氣炸鍋、榨油機，也都很暢銷，最熱門，台北東區百貨週年慶，碰上假日人潮雖然沒有首日多，但買氣靠油升溫，一樣強強滾。,新聞,MSN新聞 > 生活新聞,主文,2013-11-09 14:49:00,0,0,TVBS新聞,0.439,0.229,http://news.msn.com.tw/./news3420162.aspx
氣炸鍋|汽炸鍋|氣炸锅,先買「油」再買包！百貨週慶超市人爆滿,百貨週年慶出現很特殊的情況，許多人一大早在百貨公司還沒開門營業時，先逛地下室的百貨超市。人手一推車，買的都是進口醬油和橄欖油，還有人說，要先搶醬油再去買名牌包，百貨公司統計，平常一天超市的油品大約賣20瓶，碰上油安事件後，變成100瓶，現在週年慶超市進口油打折賣，結果一天就賣1萬瓶，銷量暴增，創紀錄。 店員vs.民眾：「這支是醬油膏的味道，取代醬油膏。」 百貨週年慶，先搶醬油再買包，標榜180天純釀醬油好好賣，一組6瓶，婆婆媽媽不手軟，周慶首日賣出1千多組。民眾：「你要看它的品質是怎樣。」 主婦們挑油挑到變專家，進口橄欖油更熱賣，不只人手一瓶，而是人手一推車，滿滿都是油，結帳好瘋狂，兩大袋自己扛。記者：「等一下還要逛百貨公司嗎？」民眾：「要。」記者：「等於說你先來買醬油再去逛？」民眾：「對，我還要去那邊，看有沒有別家廠牌買一送一。」 這位太太還要背著油去買油，其實百貨兩超市，一天賣20瓶油，油安事件後，銷量多了5倍，這幾天碰上週年慶一天就能賣上萬瓶，比上週多了100倍，還有人一次買17箱，另外甚至有人拖著整箱油，再來逛家電。民眾：「你要哪個？要這個喔。」 週六一大早，阿公就拉著孫子來買麵包機，說要自己做麵包更健康，沒想到這家人，結帳時一次買兩台，原來子孫三代沒住一起，7千元的麵包機，大手筆一邊一台，全台食安疑慮，週年慶第一天，麵包機就賣了200台，還有氣炸鍋、榨油機，也都很暢銷，最熱門，台北東區百貨週年慶，碰上假日人潮雖然沒有首日多，但買氣靠油升溫，一樣強強滾。,新聞,TVBS新聞 > 台灣生活,主文,2013-11-09 14:35:00,0,0,洪彩綸,0.439,0.229,http://news.tvbs.com.tw/entry/509999
氣炸鍋|汽炸鍋|氣炸锅,先買「油」再買包！百貨週慶超市人爆滿,百貨週年慶出現很特殊的情況，許多人一大早在百貨公司還沒開門營業時，先逛地下室的百貨超市。人手一推車，買的都是進口醬油和橄欖油，還有人說，要先搶醬油再去買名牌包，百貨公司統計，平常一天超市的油品大約賣20瓶，碰上油安事件後，變成100瓶，現在週年慶超市進口油打折賣，結果一天就賣1萬瓶，銷量暴增，創紀錄。 店員vs.民眾：「這支是醬油膏的味道，取代醬油膏。」 百貨週年慶，先搶醬油再買包，標榜180天純釀醬油好好賣，一組6瓶，婆婆媽媽不手軟，周慶首日賣出1千多組。民眾：「你要看它的品質是怎樣。」 主婦們挑油挑到變專家，進口橄欖油更熱賣，不只人手一瓶，而是人手一推車，滿滿都是油，結帳好瘋狂，兩大袋自己扛。記者：「等一下還要逛百貨公司嗎？」民眾：「要。」記者：「等於說你先來買醬油再去逛？」民眾：「對，我還要去那邊，看有沒有別家廠牌買一送一。」 這位太太還要背著油去買油，其實百貨兩超市，一天賣20瓶油，油安事件後，銷量多了5倍，這幾天碰上週年慶一天就能賣上萬瓶，比上週多了100倍，還有人一次買17箱，另外甚至有人拖著整箱油，再來逛家電。民眾：「你要哪個？要這個喔。」 週六一大早，阿公就拉著孫子來買麵包機，說要自己做麵包更健康，沒想到這家人，結帳時一次買兩台，原來子孫三代沒住一起，7千元的麵包機，大手筆一邊一台，全台食安疑慮，週年慶第一天，麵包機就賣了200台，還有氣炸鍋、榨油機，也都很暢銷，最熱門，台北東區百貨週年慶，碰上假日人潮雖然沒有首日多，但買氣靠油升溫，一樣強強滾。 ,新聞,Hinet > 生活新聞,主文,2013-11-09 14:35:00,0,0,TVBS,0.438,0.229,http://times.hinet.net/news/14841236?m=cl
氣炸鍋|汽炸鍋|氣炸锅,先買「油」再買包！百貨週慶超市人爆滿,百貨週年慶出現很特殊的情況，許多人一大早在百貨公司還沒開門營業時，先逛地下室的百貨超市。 人手一推車，買的都是進口醬油和橄欖油，還有人說，要先搶醬油再去買名牌包，百貨公司統計，平常一天超市的油品大約賣20瓶，碰上油安事件後，變成100瓶，現在週年慶超市進口油打折賣，結果一天就賣1萬瓶，銷量暴增，創紀錄。 店員vs.民眾：「這支是醬油膏的味道，取代醬油膏。」 百貨週年慶，先搶醬油再買包，標榜180天純釀醬油好好賣，一組6瓶，婆婆媽媽不手軟，周慶首日賣出1千多組。民眾：「你要看它的品質是怎樣。」 主婦們挑油挑到變專家，進口橄欖油更熱賣，不只人手一瓶，而是人手一推車，滿滿都是油，結帳好瘋狂，兩大袋自己扛。記者：「等一下還要逛百貨公司嗎？」民眾：「要。」記者：「等於說你先來買醬油再去逛？」民眾：「對，我還要去那邊，看有沒有別家廠牌買一送一。」 這位太太還要背著油去買油，其實百貨兩超市，一天賣20瓶油，油安事件後，銷量多了5倍，這幾天碰上週年慶一天就能賣上萬瓶，比上週多了100倍，還有人一次買17箱，另外甚至有人拖著整箱油，再來逛家電。民眾：「你要哪個？要這個喔。」 週六一大早，阿公就拉著孫子來買麵包機，說要自己做麵包更健康，沒想到這家人，結帳時一次買兩台，原來子孫三代沒住一起，7千元的麵包機，大手筆一邊一台，全台食安疑慮，週年慶第一天，麵包機就賣了200台，還有氣炸鍋、榨油機，也都很暢銷，最熱門，台北東區百貨週年慶，碰上假日人潮雖然沒有首日多，但買氣靠油升溫，一樣強強滾。 ,新聞,yahoo新聞 > 生活,主文,2013-11-09 14:35:00,0,0,TVBS,0.437,0.229,http://tw.news.yahoo.com/%E5%85%88%E8%B2%B7-%E6%B2%B9-%E5%86%8D%E8%B2%B7%E5%8C%85-%E7%99%BE%E8%B2%A8%E9%80%B1%E6%85%B6%E8%B6%85%E5%B8%82%E4%BA%BA%E7%88%86%E6%BB%BF-063500473.html
氣炸鍋|汽炸鍋|氣炸锅,亞麻仁籽油/棉子油/高多元不飽和脂肪酸/橄欖粕油,"與智慧者同行便得智慧@[482906381782725:274:創業家驚點語錄]"" height=""320"" width=""364"">【簡單五招清掉體內宿便】   便秘其實就是人們在攝入食物時，有一些存放在體內的垃圾排不出去，導致內分泌失調，從而導致肥胖。   1.早晨起床喝一杯溫開水 便秘的原因之一是飲水量不足，腸道內食物殘渣水分不斷被吸收，因而導致大腸蠕動變慢，起床補充水分有消除便秘的效果，夜間腸胃都處於休息狀態，早上未進食前喝水，腸胃運作會比平常快速，讓水分立即輸送到大腸，增加糞便的含水量，柔軟的糞便也更好排出，加一點蜂蜜也很不錯。   2.一天一盒酸奶(優格)吧 酸奶中益生菌是幫助消化的主因，益生菌在腸道中會讓其中的纖維素髮酵，生成的有機酸就會促進腸道蠕動，每天一杯就能讓身體吸收到足夠的益生菌，如果可以自己DIY製作酸奶更好，能夠控制含糖量，不會發胖。   3.水果作加餐 水果中含有豐富的果膠，水果中因為有果膠才有硬度，果膠會吸收水分而凝膠，對於柔軟糞便也有很棒的效果。水果也富含豐富的維生素及礦物質，是加餐的好選擇。   4.在米飯中加入糙米、全麥等粗糧 全穀類食物含有豐富的膳食纖維，這種非水溶性的纖維質本身就有刺激消化道運動的效果，而且它無法被消化酵素所分解，會在腸道中發揮掃把的功效，增加糞便的體積將大腸曲折處的宿便刮除下來排出。   5.給肚子按個摩吧 基本上按摩腹部是有效的，可以促進腸道的運動，不過可不是隨便按就好，營養師表示必須順著腸道蠕動的方向，以順時針的方向畫圈按摩每次10圈，並且加強在肚臍左下角、右上角與左下角這3個點，因為這3個地方是大腸彎曲的位置，每天睡覺前按壓個10下幫腸道作運動。""}"" data-reactid="".r[5ab6e]"">讚· ·分享· 4 · 16分鐘前·   樹木是鳥兒的家。 吳博士營養天地  今天來談一下『高多元不飽和脂肪酸』的油品，大家關心的『棉子油』就屬於其中一種。因為，這些油品含『不飽和』脂肪酸的比例較高比較不穩定，通常都經精煉過來提高發煙點，但這種油品發煙點再高，都不建議用來油炸食物。其中，有一種油品叫做『亞麻仁籽油』含有較高的omega-3脂肪酸，平時可用來涼拌、水炒後再拌入。而棉籽油精緻後不含棉酚，是可以食用的。 本次大統混油事件，就是，進口最劣質、最爛的『橄欖粕油』、混上一些超便宜的『棉籽油』，再加上一些較便宜『高油酸葵花籽油』，故意調成脂肪酸比例和『橄欖油』的脂肪酸比例一樣，並加入『銅葉綠素』冒充顏色，所以，初步為何會用脂肪酸比例檢驗不出來的原因。後來，有的廠商更惡劣，直接拿劣質橄欖渣油裝瓶，搖身一變成『高級、健康』的橄欖油，賣更貴的錢，還口口聲聲說企業文化就是『童叟無欺』！ 總之，就算這些油『理論上』都不是毒油，但人心的惡毒已讓社會信心崩盤。呼籲各大食品業者、甚至小至攤販，找回你們內心純真的一面，自己不敢吃、自己小孩不敢吃的食物、食品，請不要拿出來『騙錢』，這種錢你們用得安心嗎？ 還有，某位英明的長官，請要有『人饑己饑、人溺己溺』的同情心，不要跟大家說你家10年都不用油，一副事不關己的樣子！ 不過，也要謝謝一些默默的工作、無名的基層食安人員，最近一定壓力很大、工作都做不完，我不認識你們，但還是要跟你們說聲：『謝謝！』""}"" data-reactid="".r[1c30o]"">讚· ·分享· 95331 · 3小時前·  王明勇和其他94人都說讚。31個分享Peter Chua米糠油和火山豆油如何？3小時前來自手機· ""}"" title=""說這則留言讚"" data-reactid="".r[2q0he].[1][3][1]{comment10151817966182637_10131374}.[0].{right}.[0].{left}.[0].[3].{likeToggle}{action}"">讚Annie Lee我們真的需要這樣簡單清楚易懂的說明。謝謝。2小時前· ""}"" title=""說這則留言讚"" data-reactid="".r[2q0he].[1][3][1]{comment10151817966182637_10131458}.[0].{right}.[0].{left}.[0].[3].{likeToggle}{action}"">讚鄭雅柃大吳，用純橄欖油做菜真的會比用沙拉油健康嗎？我都用大豆沙拉油這個可以嗎？還有用氣炸鍋炸東西會比用鍋子炸東西好嗎？苦茶油的作用是什麼？可以拿來炒菜嗎？ 能吃的越來越少【宜蘭的蔥】…by Tzen Kiang青蔥竟然是3成宜蘭人的肝病禍首!再次提醒你!宜蘭人3成以上有肝病~~禍首竟然是青蔥！如有牛肉切盤要灑上蔥花時,請記得先過燙一下。肝炎禍首竟然是青蔥？怪不得宜蘭人3成以上有肝病。從沒想過，但看起來，的確是有可能的，最近數起A型肝炎的食品中毒事件，禍首竟然是青蔥。青蔥最好別生吃，在顯微鏡下有好多噁心的蟲蟲!沒錯，以前在做marcobiology實驗時，在顯微鏡下，看過蔥管內有好多噁心的蟲蟲、蛋蛋。  還有香菜也是(常見大量fungas-黴菌)，而且與香菜同保存的食物也會遭到染污，所以奉勸愛生吃香菜、青蔥的姊妹們，先把牠燙死再吃！飲食衛生，青蔥最好別生吃。中國人愛吃脆皮烤鴨，往往將脆皮烤鴨肉包著生的青蔥段裹著甜麵醬吃；吃炒米粉、貢丸湯、肉羹湯、麵湯、餛飩湯、火鍋料理、燒烤料理及魚肉料理時，也免不了要來點兒青蔥花提味。中國人生吃青蔥的機會實在太多了，麵攤、火鍋店，各個餐廳索性就擺一大碗青蔥花，讓消費者自行取用，但是，愛吃青蔥花的人在下箸前可得三思了，因為美國食品藥物管理局日前呼籲消費者注意，最近數起A型肝炎的食品中毒事件，禍首竟然是青蔥。  A型肝炎病毒是一種肝臟疾病，通常在感染A型肝炎病毒六週後會有症狀，輕微者是發燒、腹瀉、噁心、嘔吐、無食慾、腹痛、疲倦、皮膚變黃。嚴重者則引發為肝臟疾病。美國食品藥物管理局建議消費者應將青蔥放入鍋中加蓋完全煮熟，或在烹煮魚、肉類或其他料理放入青蔥時，也應將青蔥完全煮熟後再吃，以降低罹患A型肝炎的風險。再次提醒A型肝炎---禍首是:青蔥及香菜美國食物管理局(FDA-U. S. Food and Drug Administration)網站上所公佈的警告：關於青蔥，最好不要生吃。""}"" data-reactid="".r[3on35]"">讚· ·分享·昨天7:19 ·",部落格,PcHome部落格 > PcHome BlogSearch搜尋結果,主文,2013-11-09 13:48:30,0,0,CHRISTINECHENG,0.447,0.514,http://mypaper.pchome.com.tw/christine1511/post/1326149736
氣炸鍋|汽炸鍋|氣炸锅,怕吃到黑心油!氣炸鍋大受歡迎,食安風暴讓很多DIY製作食物的家電也超夯，光是麵包機，胖達人事件之後，業績就成長了200%。最近油緊接著出現銅葉綠素的問題，不需要用油的氣炸鍋，也很受歡迎。網路上，還出現自製麵條的教學影片，為了健康，很多人願意多花點時間。 麵粉加上水，配料全丟進去烤麵包機，就算不是烘焙師傅也上手，麵包一撕開，哇香味撲鼻，而且原料都自己買的，保證吃得健康。還有，如果擔心油添加銅葉綠素，乾脆改用氣炸鍋，雞塊薯條丟進去，機器運轉，短短10分鐘不但沒用到油，食物裡的油脂也全被逼出來，胖的不健康的都過濾在鍋底，食物DIY，加了什麼自己最清楚，食安風暴讓相關家電業績翻盤，業者楊小姐200%加工食物，還是自己加工最安心。 網路上還有人教不用製麵機就能做麵條，橄麵皮疊起來，再切一切，形狀也許不夠漂亮，但肯定不會一口吃進銅葉綠素，人工香料，甚至是塑化劑。  ,新聞,華視新聞 > 綜合新聞,主文,2013-11-09 12:00:00,0,0,李若慈 葉子杰 報導 地區：台北市報導,0.555,0.489,http://news.cts.com.tw/cts/general/201311/201311091337875.html
